0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
301ºÅ,0,0,8,1,1,0,0,0,0,0,2,18,24,0
302ºÅ,1,0,0.5,1,1,0,0,0,0,0,2,12,12,0
303ºÅ,1,0,0.5,1,1,0,0,0,0,0,2,12,12,0
304ºÅ,0,0,4.16,1,1,0,0,0,0,0,2,12,12,0
305ºÅ,0,0,5.14,1,1,0,0,0,0,0,2,24,24,0
306ºÅ,0,1,34.62,0,1,0,0,0,0,0,10,72,0,1
307ºÅ,0,0,1.82,1,1,0,0,0,0,0,2,6,12,0
308ºÅ,0,0,1.63,1,1,0,0,0,0,0,2,7,12,0
309ºÅ,0,0,5.52,1,1,0,0,0,0,0,2,24,24,0
310ºÅ,0,1,15.51,0,1,0,0,0,0,1,5,60,0,1
311ºÅ,0,0,3.36,0,1,0,0,0,0,0,3,12,0,0
312ºÅ,0,0,4.84,1,1,0,0,0,0,0,2,18,18,0
313ºÅ,0,0,15.62,0,1,0,0,0,0,1,5,60,0,1
314ºÅ,0,0,3.18,1,1,0,0,0,0,0,2,24,24,0
315ºÅ,0,0,4.56,0,1,0,0,0,0,0,2,18,0,0
316ºÅ,0,0,4.75,1,1,0,0,0,0,0,2,12,12,0
317ºÅ,0,0,1.9,1,1,0,0,0,0,0,2,6,12,0
318ºÅ,0,0,5.68,0.28,1,0,0,0,0,0,2,18,0,0
319ºÅ,0,1,7.46,1,1,0,0,0,0,0,2,24,24,0
320ºÅ,0,0,1.26,1,1,0,0,0,0,0,2,4,6,0
321ºÅ,0,0,1.99,0,1,0,0,0,0,0,3,10,0,0
322ºÅ,0,0,19.75,1,1,0,0,0,0,1,5,24,24,0
323ºÅ,0,0,18.8,0,1,0,0,0,0,1,5,66,0,1
324ºÅ,0,0,7.49,0,1,0,0,0,0,0,2,24,0,0
325ºÅ,1,0,1.4,1,1,0,0,0,0,0,2,12,12,0
326ºÅ,0,1,7.18,1,1,0,0,0,0,0,2,36,36,0
327ºÅ,0,0,5.12,1,1,0,0,0,0,0,2,18,18,0
328ºÅ,0,0,12.85,0,1,0,0,0,0,1,5,66,0,1
329ºÅ,0,0,3.88,1,1,0,0,0,0,0,2,10,12,0
330ºÅ,0,1,3.06,1,1,0,0,0,0,0,2,4,6,0
331ºÅ,0,0,3,1,1,0,0,0,0,0,2,12,12,0
332ºÅ,0,0,7.73,1,1,0,0,0,0,0,2,30,30,0
333ºÅ,1,0,0.8,1,1,0,0,0,0,0,2,5,5,0
334ºÅ,1,1,1.4,1,1,0,0,0,0,0,2.5,5,6,0
335ºÅ,0,0,3.36,1,1,0,0,0,0,0,2,12,12,0
336ºÅ,0,0,1.4,1,1,0,0,0,0,0,2,6,6,0
337ºÅ,0,0,9.57,1,1,0,0,0,0,0,2,36,36,0
338ºÅ,1,0,0.5,1,1,0,0,0,0,0,2,3,6,0
339ºÅ,0,0,9.53,1,1,0,0,0,0,0,4,36,48,0
340ºÅ,1,0,3.15,0,1,0,0,0,0,0,2,36,0,0
341ºÅ,0,0,1.77,0,1,0,0,0,0,0,2,6,0,0
342ºÅ,1,0,21,0,1,0,0,0,0,1,10,84,0,1
343ºÅ,1,0,16.57,0,1,0,0,0,0,1,20,72,0,2
344ºÅ,0,1,2.4,1,1,0,0,0,0,0,2,6,10,0
345ºÅ,0,0,12.49,0,1,0,0,0,0,1,5,48,0,1
346ºÅ,0,0,1.19,1,1,0,0,0,0,0,2,12,18,0
347ºÅ,0,0,12,1,1,0,0,0,0,1,6,36,36,1
348ºÅ,1,0,0.67,1,1,0,0,0,0,0,2,6,12,0
349ºÅ,0,0,5.71,0,0,1,0,0,0,0,2,12,0,0
350ºÅ,0,1,78.23,1,1,0,0,0,0,1,15,36,48,1
351ºÅ,0,0,9.46,0,1,0,0,0,0,1,10,48,0,1
352ºÅ,0,0,9.91,0,0,0,0,0,0,1,15,58,0,1
353ºÅ,1,0,2.05,1,1,1,0,0,0,0,2,6,0,0
354ºÅ,0,1,42.67,1,1,0,0,0,0,1,5,36,36,0
355ºÅ,0,0,1.5,1,1,0,0,0,0,0,2,3,3,0
356ºÅ,1,0,0.8,1,1,0,0,0,0,0,2,6,12,0
357ºÅ,0,0,9.36,1,1,0,0,0,0,0,2,36,36,0
358ºÅ,0,0,4.99,1,1,0,0,0,0,0,2,18,24,0
359ºÅ,0,1,2.72,1,1,0,0,0,0,0,2,6,12,0
360ºÅ,0,0,1.4,1,1,0,0,0,0,0,2,4,4,0
361ºÅ,0,0,4.8,0,1,1,0,0,0,0,2,24,0,0
362ºÅ,0,0,1.1,1,1,0,0,0,0,0,2,4,4,0
363ºÅ,0,0,102,0,1,0,0,0,0,2,5,126,0,1
364ºÅ,1,0,0.86,1,1,0,0,0,0,0,2,12,12,0
365ºÅ,0,0,19.58,1,1,0,0,0,0,1,5,60,0,1
366ºÅ,0,0,4.8,0,1,0,0,0,0,0,2,30,0,0
367ºÅ,1,0,0.6,1,1,0,0,0,0,0,2,6,12,0
368ºÅ,1,1,0.7,1,1,0,0,0,0,0,2,6,6,0
369ºÅ,0,0,10,1,1,0,0,0,0,0,4,36,36,0
370ºÅ,2,0,1.01,0,1,1,0,0,0,0,3,12,0,0
371ºÅ,0,1,1.15,1,1,0,0,0,0,0,2,3,4,0
372ºÅ,0,0,1.39,1,1,0,0,0,0,0,2,3,6,0
373ºÅ,1,0,1.48,0,1,0,0,0,0,0,2,18,0,0
374ºÅ,1,0,2.81,1,1,0,0,0,0,0,2,8,12,0
375ºÅ,0,0,1.23,1,1,0,0,0,0,0,2,4,0,0
376ºÅ,0,0,4.59,0,1,0,0,0,0,0,2,20,0,0
377ºÅ,0,0,4.59,1,1,0,0,0,0,0,2,14,14,0
378ºÅ,0,0,9.96,0,1,0,0,0,0,0,4,48,0,1
379ºÅ,0,0,2.69,1,1,0,0,0,0,0,2,10,12,0
380ºÅ,0,0,40.64,0,1,0,0,0,0,1,5,72,0,1
381ºÅ,0,1,2.27,1,1,0,0,0,0,0,2,8,10,0
382ºÅ,0,0,9.21,1,1,0,0,0,0,0,3,24,36,0
383ºÅ,0,0,12.48,0,1,0,0,0,0,1,5,66,0,1
384ºÅ,0,1,4.97,1,1,0,0,0,0,0,3,24,36,0
385ºÅ,0,1,1.99,1,1,0,0,0,0,0,2,10,12,0
386ºÅ,0,1,26.59,0,0,0,0,0,0,1,5,66,0,1
387ºÅ,0,0,9.95,1,1,0,0,0,0,0,2,30,36,0
388ºÅ,0,1,5.96,1,1,0,0,0,0,0,2,12,12,0
389ºÅ,0,0,8.33,1,1,0,0,0,0,0,3,24,0,0
390ºÅ,0,0,49.97,0,1,0,0,0,0,1,5,72,0,1
391ºÅ,0,0,18.99,1,1,0,0,0,0,1,5,60,0,1
392ºÅ,0,0,4.24,1,1,0,0,0,0,0,2,12,12,0
393ºÅ,0,1,3.2,1,1,0,0,0,0,0,2.3,12,24,0
394ºÅ,0,0,1.92,1,1,1,0,0,0,0,2,4,0,0
395ºÅ,0,1,17.92,0.61,1,0,0,0,0,1,5,36,36,0
396ºÅ,0,0,8.8,1,1,0,0,0,0,1,2,36,48,0
397ºÅ,0,1,14.95,0,1,0,0,0,0,1,10,36,0,1
398ºÅ,1,1,0.66,1,1,0,0,0,0,0,2,6,12,0
399ºÅ,0,1,5.97,1,1,0,0,0,0,0,2,24,24,0
400ºÅ,0,0,9.92,1,1,0,0,0,0,0,2,18,24,0
401ºÅ,1,0,0.6,1,1,0,0,0,0,0,0,0,0,0
402ºÅ,0,0,5.85,1,1,0,0,0,0,0,2,24,24,0
403ºÅ,0,0,1,1,1,0,0,0,0,0,2,4,0,0
404ºÅ,0,0,4.91,1,1,0,0,0,0,0,2,18,18,0
405ºÅ,0,0,6.8,0,1,0,0,0,0,0,2,36,0,0
406ºÅ,0,0,5.1,1,1,0,0,0,0,0,2,24,24,0
407ºÅ,0,0,15.53,0,0,0,0,0,0,0,5,60,0,1
408ºÅ,1,0,3.84,0,1,1,0,0,0,0,4,24,0,0
409ºÅ,0,0,8,1,1,0,0,0,0,0,3,24,24,0
410ºÅ,0,1,3.72,1,1,0,0,0,0,0,2,6,12,0
411ºÅ,1,0,20,1,1,0,0,0,0,0,5,42,0,1
412ºÅ,0,0,14,0,0,0,0,0,0,0,5,60,0,1
413ºÅ,0,0,14.87,0,1,0,0,0,0,0,5,62,0,1
414ºÅ,0,1,3.27,1,1,0,0,0,0,0,2,8,12,0
415ºÅ,0,1,25.71,0,1,0,0,0,0,0,15,78,0,1
416ºÅ,0,1,6.5,0,1,0,0,0,0,0,3,36,0,0
417ºÅ,0,0,7.57,0,1,0,0,0,0,0,3,36,36,0
418ºÅ,1,0,0.8,1,1,0,0,0,0,0,0.8,7,12,0
419ºÅ,0,0,1.54,0,1,0,0,0,0,0,2,8,12,0
420ºÅ,0,0,1.86,1,1,0,0,0,0,0,2,8,12,0
421ºÅ,0,0,7,1,1,0,0,0,0,0,2,12,24,0
422ºÅ,0,0,25,1,0,0,0,0,0,0,5,72,0,1
423ºÅ,0,0,1.1,1,1,0,0,0,0,0,2,6,12,0
424ºÅ,0,0,1.49,1,1,0,0,0,0,0,2,6,6,0
425ºÅ,0,0,15.5,0,1,0,0,0,0,0,5,60,0,1
426ºÅ,0,0,12.4,0,1,0,0,0,0,0,5,60,0,1
427ºÅ,1,0,19.5,0,0,0,0,0,0,0,6,72,0,1
428ºÅ,0,0,14.91,1,0,0,0,0,0,0,5,60,0,1
429ºÅ,1,0,1.65,1,1,0,0,0,0,0,2,12,18,0
430ºÅ,1,1,22.99,0,1,0,0,0,0,0,10,60,0,1
431ºÅ,0,0,2.77,1,1,0,0,0,0,0,2,12,12,0
432ºÅ,0,0,4,1,1,0,0,0,0,0,2,15,18,0
433ºÅ,0,0,4.19,0,1,0,0,0,0,0,2,24,24,0
434ºÅ,1,0,0.59,1,1,0,0,0,0,0,2,5,0,0
435ºÅ,1,0,18.5,0,1,1,0,0,0,0,20,66,0,2
436ºÅ,0,0,4.51,0,1,0,0,0,0,0,2,24,0,0
437ºÅ,0,1,3.74,1,1,0,0,0,0,0,2,12,12,0
438ºÅ,1,1,1.5,1,1,0,0,0,0,0,2,6,12,0
439ºÅ,0,0,6.97,0,1,1,0,0,0,0,8,42,0,1
440ºÅ,0,0,10,1,1,0,0,0,0,0,2,30,36,0
441ºÅ,0,1,1.18,1,1,0,0,0,0,0,2,1,2,0
442ºÅ,0,1,1.53,1,1,0,0,0,0,0,2,6,6,0
443ºÅ,0,1,5.15,1,1,0,0,0,0,0,2,12,12,0
444ºÅ,0,0,45.49,0,0,0,0,0,0,0,10,78,0,1
445ºÅ,1,0,10.8,0,0,0,0,0,0,0,5,72,0,1
446ºÅ,0,1,2.97,1,1,0,0,0,0,0,2,10,12,0
447ºÅ,1,0,4,1,1,0,0,0,0,0,4,36,36,0
448ºÅ,0,0,1.08,1,1,0,0,0,0,0,2,6,12,0
449ºÅ,0,0,79.96,0,1,0,0,0,0,0,15,84,0,1
450ºÅ,0,0,5.7,0,1,1,0,0,0,0,2,24,0,0
451ºÅ,0,0,7.12,0,1,0,0,0,0,0,2,36,0,0
452ºÅ,1,0,4,0,1,0,0,0,0,0,2,39,0,0
453ºÅ,0,0,2,1,1,0,0,0,0,0,2,10,12,0
454ºÅ,0,0,10,1,1,0,0,0,0,0,5,36,48,0
455ºÅ,0,0,5,1,1,0,0,0,0,0,2,24,24,0
456ºÅ,0,0,1.42,1,0,0,0,0,0,0,2,6,12,0
457ºÅ,0,0,14.1,1,1,0,0,0,0,0,5,60,0,1
458ºÅ,0,0,13.39,1,1,0,0,0,0,0,2,60,0,1
459ºÅ,0,1,4.47,1,1,0,0,0,0,0,0,0,0,0
460ºÅ,0,1,1.69,1,1,0,0,0,0,0,2,7,12,0
461ºÅ,1,0,1,1,1,0,0,0,0,0,2,6,0,0
462ºÅ,0,0,42.85,0,1,0,0,0,0,0,10,78,0,1
463ºÅ,0,0,9.97,0,1,0,0,0,0,0,2,48,0,1
464ºÅ,0,0,8.53,0,1,0,0,0,0,0,5,46,0,1
465ºÅ,2,0,0.66,1,1,0,0,0,0,0,3,8,0,0
466ºÅ,0,1,3.99,1,1,0,0,0,0,0,2,10,12,0
467ºÅ,0,1,1.92,1,1,0,0,0,0,0,2,8,12,0
468ºÅ,0,0,1.48,0,1,0,0,0,0,0,2,8,0,0
469ºÅ,0,0,4.41,1,1,0,0,0,0,0,2,24,24,0
470ºÅ,0,0,3,0,1,0,0,0,0,0,2,12,12,0
471ºÅ,1,0,1.3,1,1,0,0,0,0,0,2,8,12,0
472ºÅ,1,0,1.8,1,1,0,0,0,0,0,2,6,6,0
473ºÅ,1,0,0.59,1,1,0,0,0,0,0,2,6,6,0
474ºÅ,0,0,3,1,1,0,0,0,0,0,2,12,0,0
475ºÅ,1,1,9,0,1,0,0,0,0,0,4,36,0,0
476ºÅ,0,0,4.19,0,1,0,0,0,0,0,2,24,0,0
477ºÅ,0,1,4.69,1,1,0,0,0,0,0,2,1,1,0
478ºÅ,0,0,9.94,1,1,0,0,0,0,0,5,36,36,0
479ºÅ,0,0,5.11,1,1,0,0,0,0,0,2,18,0,0
480ºÅ,0,1,1.93,1,1,0,0,0,0,0,2,8,12,0
481ºÅ,1,1,432.8,1,1,0,0,0,0,0,45,178,0,2
482ºÅ,1,0,0.6,1,1,0,0,0,0,0,2,6,6,0
483ºÅ,0,0,40.34,0,0,0,0,0,0,0,10,120,0,1
484ºÅ,0,0,2,1,1,0,0,0,0,0,2,12,12,0
485ºÅ,0,0,8.92,1,1,0,0,0,0,0,5,48,0,1
486ºÅ,0,0,2.06,1,1,0,0,0,0,0,2,10,12,0
487ºÅ,2,0,1,0,1,0,0,0,0,0,4,48,0,1
488ºÅ,0,0,9.94,1,1,0,0,0,0,0,2,24,36,0
489ºÅ,0,0,14.97,0,1,0,0,0,0,0,10,60,0,1
490ºÅ,0,1,3.79,1,1,0,0,0,0,0,2,18,18,0
491ºÅ,0,0,1.49,1,1,0,0,0,0,0,2,6,12,0
492ºÅ,0,0,15.75,1,1,0,0,0,0,0,5,72,0,1
493ºÅ,0,1,1.94,1,1,0,0,0,0,0,2,8,12,0
494ºÅ,1,1,2.8,1,1,0,0,0,0,0,2.5,18,36,0
495ºÅ,1,0,10,0,1,0,0,0,0,0,10,72,0,1
496ºÅ,0,1,10.4,0,1,0,0,0,0,0,5,36,5,0
497ºÅ,0,0,3.72,1,1,0,0,0,0,0,2,10,12,0
498ºÅ,0,0,5,1,1,0,0,0,0,0,3,18,24,0
499ºÅ,1,0,0.9,1,1,0,0,0,0,0,2,6,6,0
500ºÅ,0,1,2.98,1,1,0,0,0,0,0,2,12,12,0
501ºÅ,0,0,7.95,0,1,0,0,0,0,0,3,42,0,0
502ºÅ,1,1,0.98,1,1,0,0,0,0,0,2,4,6,0
503ºÅ,0,1,2.69,1,1,0,0,0,0,0,2,12,12,0
504ºÅ,0,1,4.98,1,1,0,0,0,0,0,3,12,12,0
505ºÅ,0,1,49.9,1,1,0,0,0,0,0,5,36,36,0
506ºÅ,0,1,5.14,1,1,0,0,0,0,0,2,18,18,0
507ºÅ,0,1,4.35,0,1,0,0,0,0,0,2,18,0,0
508ºÅ,0,0,14.99,0,1,0,0,0,0,0,5,78,0,1
509ºÅ,1,1,3.17,1,1,0,0,0,0,0,2,12,24,0
510ºÅ,1,0,0.71,1,1,0,0,0,0,0,2,6,12,0
511ºÅ,0,0,1.84,1,1,0,0,0,0,0,2,4,4,0
512ºÅ,0,1,11.31,1,1,0,0,0,0,0,5,60,0,1
513ºÅ,0,1,5.89,0,1,0,0,0,0,0,2,24,0,0
514ºÅ,1,0,1.3,1,1,0,0,0,0,0,2,18,24,0
515ºÅ,0,0,8.32,1,1,0,0,0,0,0,2,36,36,0
516ºÅ,0,1,2.16,0,1,0,0,0,0,0,2,8,12,0
517ºÅ,0,0,50,1,1,0,0,0,0,0,10,84,0,1
518ºÅ,0,1,1.5,1,1,0,0,0,0,0,2,3,0,0
519ºÅ,0,0,1.7,1,1,0,0,0,0,0,2,12,12,0
520ºÅ,0,0,12.3,0,1,0,0,0,0,0,5,72,0,1
521ºÅ,1,0,2,1,1,0,0,0,0,0,2,12,12,0
522ºÅ,0,0,3.93,0,0,0,0,0,0,0,2,18,0,0
523ºÅ,0,0,4.98,0,1,1,0,0,0,0,5,30,0,0
524ºÅ,0,0,6.07,1,1,0,0,0,0,0,2,24,24,0
525ºÅ,0,1,5,0,1,0,0,0,0,0,2,12,12,0
526ºÅ,0,0,2.1,0,0,0,0,0,0,0,2,14,0,0
527ºÅ,1,0,0.94,1,1,0,0,0,0,0,2,6,12,0
528ºÅ,0,1,19.97,0,1,0,0,0,0,0,2,48,0,1
529ºÅ,0,1,4.98,0,1,0,0,0,0,0,2,24,24,0
530ºÅ,0,1,2.81,1,1,0,0,0,0,0,2,12,12,0
531ºÅ,0,0,53.69,0,1,0,0,0,0,0,15,84,0,1
532ºÅ,0,0,35.53,0,1,0,0,0,0,0,10,70,0,1
533ºÅ,0,0,30.53,0,1,0,0,0,0,0,10,63,0,1
534ºÅ,0,1,3.3,1,1,0,0,0,0,0,2,12,12,0
535ºÅ,0,0,5.81,1,1,0,0,0,0,0,2,24,24,0
536ºÅ,0,1,4.94,1,1,0,0,0,0,0,2,18,18,0
537ºÅ,0,1,4.81,1,1,0,0,0,0,0,2,18,18,0
538ºÅ,0,0,58.45,0,0,0,0,0,0,0,20,90,0,2
539ºÅ,0,1,4.85,0,1,0,0,0,0,0,2,10,0,0
540ºÅ,0,1,3.18,0,1,0,0,0,0,0,2,18,0,0
541ºÅ,0,0,1.98,0,1,0,0,0,0,0,2,12,0,0
542ºÅ,0,1,2.46,1,1,0,0,0,0,0,2,5,6,0
543ºÅ,0,0,2.5,0,1,0,0,0,0,0,2,12,12,0
544ºÅ,0,1,2.57,0,1,0,0,0,0,0,3,10,0,0
545ºÅ,0,0,13.48,0,1,0,0,0,0,0,5,72,0,1
546ºÅ,0,0,14.61,1,0,0,0,0,0,0,5,66,0,1
547ºÅ,0,0,9.12,0,1,0,0,0,0,0,2,30,30,0
548ºÅ,0,0,2.48,1,1,0,0,0,0,0,2,10,12,0
549ºÅ,0,0,3.38,1,1,0,0,0,0,0,2,12,12,0
550ºÅ,0,0,0.9,1,1,0,0,0,0,0,2,6,12,0
551ºÅ,0,0,1.62,0,1,0,0,0,0,0,2,7,0,0
552ºÅ,0,1,5,0,1,0,0,0,0,0,2,18,18,0
553ºÅ,1,0,0.91,1,1,0,0,0,0,0,2,8,12,0
554ºÅ,1,0,0.5,1,1,0,0,0,0,0,2,3,3,0
555ºÅ,0,1,4.9,1,1,0,0,0,0,0,2,18,18,0
556ºÅ,0,1,1.5,0,1,0,0,0,0,0,2,6,12,0
557ºÅ,1,0,0.5,1,1,0,0,0,0,0,2,4,6,0
558ºÅ,0,0,3.7,1,1,0,0,0,0,0,2,12,12,0
559ºÅ,0,1,2.93,1,1,0,0,0,0,0,2,10,12,0
560ºÅ,0,0,2.69,0,0,0,0,0,0,0,2,12,0,0
561ºÅ,0,0,5.09,1,1,0,0,0,0,0,2,24,24,0
562ºÅ,1,0,0.85,1,1,0,0,0,0,0,2,5,6,0
563ºÅ,0,1,12.75,1,1,0,0,0,0,0,2,36,36,0
564ºÅ,1,0,1.7,0,1,0,0,0,0,0,2,12,0,0
565ºÅ,0,0,1.4,0,1,0,0,0,0,0,2,8,12,0
566ºÅ,0,1,4.98,1,1,0,0,0,0,0,2,12,0,0
567ºÅ,0,0,8.39,0,1,0,0,0,0,0,3,36,0,0
568ºÅ,0,0,42,0,0,0,0,0,0,0,10,84,0,1
569ºÅ,0,1,2.26,1,1,0,0,0,0,0,2,6,6,0
570ºÅ,0,1,6.44,1,1,0,0,0,0,0,2,24,36,0
571ºÅ,0,1,3.81,1,1,0,0,0,0,0,2,12,24,0
572ºÅ,0,1,1.49,0,1,0,0,0,0,0,2,10,0,0
573ºÅ,1,0,0.5,1,1,0,0,0,0,0,2,4,6,0
574ºÅ,0,1,1.69,0,1,0,0,0,0,0,2,12,0,0
575ºÅ,0,1,1.45,1,1,0,0,0,0,0,2,4,4,0
576ºÅ,0,0,1.27,1,1,0,0,0,0,0,2,3,0,0
577ºÅ,0,1,5.66,1,1,0,0,0,0,0,2,24,24,0
578ºÅ,1,0,0.96,1,1,0,0,0,0,0,2,6,6,0
579ºÅ,1,0,4.79,1,1,0,0,0,0,0,2,42,0,0
580ºÅ,0,1,2.26,1,1,0,0,0,0,0,2,12,12,0
581ºÅ,0,0,4.12,1,0,0,0,0,0,0,2,24,36,0
582ºÅ,0,1,3.56,1,1,0,0,0,0,0,2,8,12,0
583ºÅ,0,0,5.17,1,1,0,0,0,0,0,2,18,18,0
584ºÅ,1,1,1.7,1,1,0,0,0,0,0,2,5,6,0
585ºÅ,0,0,1.66,0,1,0,0,0,0,0,2,8,12,0
586ºÅ,0,1,1.76,1,1,0,0,0,0,0,2,8,12,0
587ºÅ,1,0,36,0,1,0,0,0,0,0,20,108,0,2
588ºÅ,0,1,1.06,1,1,0,0,0,0,0,2,6,12,0
589ºÅ,0,0,1.9,1,1,0,0,0,0,0,2,10,0,0
590ºÅ,0,1,1.77,1,1,0,0,0,0,0,2,4,4,0
591ºÅ,0,1,5.15,1,1,0,0,0,0,0,2,24,24,0
592ºÅ,0,0,5,1,1,0,0,0,0,0,2,12,0,0
593ºÅ,0,0,6.75,1,1,0,0,0,0,0,5,24,36,0
594ºÅ,1,0,2,1,1,0,0,0,0,0,2,12,24,0
595ºÅ,1,0,1.51,1,1,0,0,0,0,0,2,4,0,0
596ºÅ,0,0,1.48,1,1,0,0,0,0,0,2,6,12,0
597ºÅ,0,0,1.83,0,1,0,0,0,0,0,3,24,26,0
598ºÅ,0,1,1.49,0,1,0,0,0,0,0,2,6,0,0
599ºÅ,0,1,9.44,0,1,0,0,0,0,0,2,54,0,1
600ºÅ,1,1,0.6,1,1,0,0,0,0,0,2,4,4,0
